uo,Nome,ua,Nome,programa,Nome,acao,Nome,subacao,Nome,unidade_medida,Produto,qtde_prevista,Executado,justificativa,descricao_restricao,eficacia
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",2,Acompanhamento aos grupos do Programa Espaço da Cidadania - PEC (META NÃO CUMULATIVA),Unidade,Grupo produtivo apoiado,91,156,Reestruturação da oferta e recepção de cadastrados em fila de espera,,"171,429"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",3,Orientação e acompanhamento de mulheres para a inclusão produtiva e geração de renda ,Unidade,Atendimento realizado,9,10,A demanda foi maior ocasionando erro de dimensionamento da meta. ,,"111,111"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",4,Realização de Ações de promoção e garantia dos direitos da Mulher,Unidade,Ação realizada,10,10,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",5,Articulação em rede para a garantia dos direitos da Mulher - Benvinda,Unidade,Articulação realizada,960,674,Erro de dimensionamento da meta,Erro no dimensionamento da meta,"70,208"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",6,Implantação e monitoramento do Selo de Acessibilidade ,Unidade,Unidade certificada,10,0,Calendário de execução foi revisto,Administrativas e/ou Gerenciais,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",7,Realização e divulgação de Mapeamento de processos e fluxos de atendimento da política da pessoa com deficiência ,Unidade,Material produzido,2,0,Calendário de execução foi revisto. informamos que a despesa orçamentária registrada refere-se à contratação da Confederação Brasileira de Surdos para prestação de serviço de interpretação de libras. ,Administrativas e/ou Gerenciais,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",8,Articulação da Rede de Direitos para a promoção e garantia dos direitos da população LGBT,Unidade,Ação realizada,80,107,Reestruturação da metodologia e de equipe,,"133,75"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",9,Mapeamento de situação de violação de direitos da população LGBT,Unidade,Relatório do mapeamento realizado,30,39,Demanda espontânea,,130
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",10,Estudo de casos em conjunto com o Sistema de Garantia de Direitos e Rede de Proteção à População LGBT,Unidade,Material produzido,68,37,Meta superestimada por emenda parlamentar. Demanda espontânea,Erro no dimensionamento da meta,"54,412"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",11,Alimentação e Transporte para as mulheres acolhidas pelo Benvinda e seus filhos,Pessoa,Pessoa atendida,720,1197,Meta subestimda por emenda parlamentar,,"166,25"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",12,Diagnostico Municipal de Violência e violação da População LGBT,Unidade,Diagnóstico realizado,1,1,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2337,"Promoção, Defesa e Garantia de Direitos",13,Promoção de Atividades e Iniciativas de Organizações da Sociedade Civil do Movimento LGBT,Unidade,Projeto apoiado,5,5,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2345,Atendimento e Orientação Psicossocial e Jurídico ,1,Atendimento psicossocial à População LGBT - CRLGBT,Unidade,Atendimento realizado,180,409,Reestruturação da equipe a partir de edital de movimentação de pessoal,,"227,222"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2345,Atendimento e Orientação Psicossocial e Jurídico ,2,Atendimento à Mulher vítima de violência de gênero - Benvinda,Unidade,Atendimento realizado,722,1231,Reestruturação da equipe a partir de edital de movimentação de pessoal,,"170,499"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2386,Programa Municipal de Igualdade Racial,1,Orientação e apoio aos povos tradicionais de Belo Horizonte,Unidade,Orientação realizada ,40,34,Demanda espontãnea,Erro no dimensionamento da meta,85
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2386,Programa Municipal de Igualdade Racial,2,Reconhecimento e fomento de ações no campo da promoção da igualdade racial - Selo da Igualdade Racial,Unidade,Instituição certificada,10,4,Edital precisou ser reformulado,Administrativas e/ou Gerenciais,40
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2819,Apoio à Promoção das Políticas da Juventude,3,Realização de Atividades em Prol da Juventude no Centro de Referência da Juventude - CRJ,Pessoa,Jovem participante,1840,3392,Reestruturação de equipe possibilitando amplicação do número de participantes das atividades,,"184,348"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2819,Apoio à Promoção das Políticas da Juventude,4,Realização de Ações de Fortalecimento da Política da Juventude,Unidade,Ação realizada,12,15,Reestruturação de equipe possibilitando ampliação do número de ações realizadas,,125
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2819,Apoio à Promoção das Políticas da Juventude,5,Implementação de rede de internet com livre acesso no Centro de Referência da Juventude,Unidade,Rede instalada,1,0,Processo de compra prolongou mais do que o previsto e execução está prevista para 2019. ,Administrativas e/ou Gerenciais,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,127,Promoção e Defesa de Direitos Humanos e Cidadania ,2819,Apoio à Promoção das Políticas da Juventude,6,Montagem da cozinha coletiva do Centro de Referência da Juventude,Unidade,Cozinha montada,1,0,Contingenciamento,Orçamentárias e/ou financeiras,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2859," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias",7,Realização de apoio às ações de promoção dos direitos da Criança e Adolescente ,Unidade,Ação realizada,8,13,Reestruturação da equipe possibilitando a ampliação do número de ações realizadas,,"162,5"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,163,Promoção e Proteção às Crianças e Adolescentes e suas Famílias ,2860,Ações para o Fortalecimento da Política Municipal de Atendimento à Criança e do Adolescente,4,Realização de Campanhas e ações em prol da garantia de direitos das Crianças e Adolescentes,Unidade,Ação realizada,4,4,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,1,"Participação da Pessoa Idosa em Atividades em Prol do Envelhecimento Ativo, Digno e Saudável no CRPI",Pessoa,Pessoa Participante,26000,29432,Reestruturação da equipe e ampliação da oferta de serviço,,"113,2"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,4,Realização de Ações de Promoção e Garantia de Direitos da Pessoa Idosa,Unidade,Ação realizada,5,5,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2500,SUBSECRETARIA DE DIREITO E CIDADANIA,235,Programa de Atendimento ao Idoso,2697,Promoção e Garantia de Direitos da Pessoa Idosa,5,Realização de atividades em prol do envelhecimento ativo,Unidade,Atividade realizada,24,24,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,123,"Gestão da Politica de Assistência Social, Segurança Alimentar e Cidadania",2334,Participação Popular,3,Realização de Conferências,Unidade,Evento realizado,5,4,Governo federal não convocou conferência para a política de Segurança Alimentar e Nutricional. As 04 conferências foram promovidas pela Subsecretaria de Direito e Cidadania. ,Outras,80
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2120,Gestão da Assistência Alimentar à Rede Socioassistencial,2,Assistência Alimentar às Unidades de Acolhimento Institucional,Unidade,Refeição Servida,6921090,7112520,"A demanda de consumo pode variar ao longo do ano, seja pela entrada e saída de beneficiários, seja pela adesão às refeições.",,"102,766"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2120,Gestão da Assistência Alimentar à Rede Socioassistencial,3,Assistência Alimentar aos CRAS,Unidade,Refeição Servida,30000,18724,A demanda depende das atividades dos CRAS e da adesão das famílias dos territórios.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"62,413"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,132,Segurança Alimentar e Nutricional na Perspectiva do Direito e da Assistência Alimentar,2120,Gestão da Assistência Alimentar à Rede Socioassistencial,4,Assistência Alimentar às Familias em Situações Emergenciais,Família,Família beneficiada,1000,460,"Em face de restrições do período eleitoral, houve atrasos na implementação do atendimento às famílias em situação de extrema pobreza.
",Administrativas e/ou Gerenciais,46
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,1,Implantação Banco de Sementes Agroecológicas,Unidade,Mudas produzidas,12000,0,Produto definido foi inadequado para a subação. Foi realizada a revisão para o PPAG 2019 e o Produto será UNIDADE IMPLANTADA.,Outras,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,2,Implantação Pomar Comunitário Agroecológico,Unidade,Pomar implantado,1,0,"Houve dificuldades na execução dos processos licitatórios, pois o pregão para aquisição das frutíferas fracassou. ",Licitações,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,3,Atendimento Quintal Produtivo Agroecológico,Unidade,Família beneficiada,5,152,Meta foi subestimada. Foi realizada revisão para PPAG 2019,,3040
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,4,Implantação e Manutenção das Hortas Comunitárias (META NÃO CUMULATIVA),Unidade,Horta ativa,73,28,Números iniciais agregavam HORTAS COMUNITARIAS E INSTITUCIONAIS. Houve a adequação separando-os em duas subações. Porém não se retirou os valores correspondentes e o total de ambos permaneceu na subação Hortas Comunitárias.,Erro no dimensionamento da meta,"38,356"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,5,Implantação Viveiro de Mudas Agroecológico,Unidade,Mudas produzidas,12000,248000,"Produto não relacionado à subação, mas como não havia uma meta específica para lançá-lo, o registro foi feito aqui. Meta ultrapassada em função do aumento na produção total de mudas no ano. Foi realizada revisão para 2019 e o produto será PERCENTUAL ",,"2066,667"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,6,Oficinas de Formação e Qualificação,Unidade,Pessoa capacitada,500,1664,A meta foi ultrapassada porque foi subdimensionada na elaboração inicial do PPAG. Foi realizada revisão para PPAG 2019,,"332,8"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,7,Implantação de grupos de Produção e Comercialização,Percentual de execução,Grupo implantado,69,69,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,8,Agroindústria de Pequeno Porte,Percentual de execução,Grupo implantado,15,0,"Houve alteração da meta para 2018. A ação não se iniciou, devido a revisão na metodologia do Programa e aprofundamento de estudos. ",Outras,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,9,Implantação do Núcleo Municipal de Apoio à Agricultura Urbana e Periurbana,Percentual de execução,Núcleo implantado,15,15,,,100
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,10,Implantação corredor Agroecológico,Percentual de execução,Corredor implantado,30,"33,5","A meta física reflete as primeiras ações de elaboração e discussão da intervenção. O ano de 2018 foi destinado ao planejamento, consolidação e articulação do projeto,  com um pequeno avanço além do previsto.",,"111,667"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,11,Implantação Empreendimento Social de Produção Coletiva da Juventude (Teto verde-CRJ),Percentual de execução,Teto produzido,85,0,"A meta consistia na implantação de um teto verde no equipamento público do CRJ. Após a análise, foi identificado que a ação é inviável, razão pela qual ela não foi executada.",Administrativas e/ou Gerenciais,0
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,12,Implantação e Manutenção das Hortas Escolares e Institucionais (META NÃO CUMULATIVA),Unidade,Horta ativa,160,191,"Em 2018 SMED apresentou novas demandas e havia disponibilidade para oferta de assistência técnica e apoio com insumos (cercamento, oficinas de formação, mudas, ferramentas, adubos e orientação técnica), superando assim a meta definida inicialmente.",,"119,375"
1000,"SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA",2600,SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL,308,"BH Cidade Sustentável: Mobilizar, Educar e Cultivar Alimentação Saudável",2121,Implantação de Territórios Sustentáveis,13,Central da Agricultura Familiar e Banco de Alimentos,Quilo,Alimento doado,250000,"210220,87","Ao se definir a meta foi previsto um aumento de 28% na quantidade de alimentos doados em 2018, porém as organizações parceiras não tiveram aumento no quantitativo de doações, não sendo possível controlar esse resultado, nem atingir a meta definida. ",Erro no dimensionamento da meta,"84,088"
