uo,nome_uo,funcao,nome_funcao,subfuncao,nome_subfuncao,programa,nome_programa,projativ,nome_projativ,subitem_projativ,nome_subitem_projativ,valor_orcado,credito_disponivel,valor_empenhado,valor_liquidado,valor_pago,saldo_empenho_dezembro_câmara,saldo_emp_liq_dezembro_câmara,valor_liquidado,valor_pago
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,1,Fomento ao Desenvolvimento Econômico,940117,1108117,"1069883,14","1067839,29","1067839,29",0,0,"1067839,29","1067839,29"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,2,Participação em Eventos  e Rodadas de Negócios,3934,3934,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,4,"BH Negócios - Formalização de MEI, Micro e Pequenas Empresas",244845,244845,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,7,Atração de investimentos nacionais e internacionais,2120,2120,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,8,Instituir feiras mensais nas regionais de Belo Horizonte,432000,432000,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,302,Belo Horizonte Cidade Inteligente,2853,Promoção e Atração de Investimentos e Empreendedorismo,5,Atendimento e capacitação a empresas locais de TI,600000,600000,"532128,6","470811,81","470811,81",0,0,"470811,81","470811,81"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,122,Administração Geral,302,Belo Horizonte Cidade Inteligente,2853,Promoção e Atração de Investimentos e Empreendedorismo,6,Aceleração e Incubação de Startups,45000,45000,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,212,Cooperação Internacional,5,Relações Internacionais,2758,Ações de Internacionalização da Cidade,1,Ações de Internacionalização da Cidade,421551,452251,"394293,2","390546,15","390034,55",0,0,"390546,15","390034,55"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,212,Cooperação Internacional,5,Relações Internacionais,2758,Ações de Internacionalização da Cidade,2,Voluntariado Internacional,10600,10600,3888,3888,3888,0,0,3888,3888
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,212,Cooperação Internacional,5,Relações Internacionais,2758,Ações de Internacionalização da Cidade,3,Fomento ao Bilinguismo e à Vivência Internacional,5000,2000,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,212,Cooperação Internacional,5,Relações Internacionais,2758,Ações de Internacionalização da Cidade,4,Gestão da Participação de BH em Redes e Associações Internacionais,101000,101000,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,4,Administração,212,Cooperação Internacional,5,Relações Internacionais,2758,Ações de Internacionalização da Cidade,5,Gestão de Parcerias Estratégicas Internacionais,1000,1000,0,0,0,0,0,0,0
2800,SEC. DESENVOLVIMENTO ECONÔMICO,11,Trabalho,334,Fomento ao Trabalho,237,"Qualificação, Profissionalização e Emprego",2404,"Ações de Qualificação, Profissionalização e Emprego",1,Cursos de Qualificação para o Trabalho,610000,296694,125680,125680,125680,0,0,125680,125680
2800,SEC. DESENVOLVIMENTO ECONÔMICO,11,Trabalho,334,Fomento ao Trabalho,237,"Qualificação, Profissionalização e Emprego",2404,"Ações de Qualificação, Profissionalização e Emprego",2,"Programa Qualificação, Intermediação de Emprego e Geração de Renda",1267122,2087161,"1770855,7","1759722,69","1759120,66",0,0,"1759722,69","1759120,66"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,11,Trabalho,334,Fomento ao Trabalho,237,"Qualificação, Profissionalização e Emprego",2404,"Ações de Qualificação, Profissionalização e Emprego",3,Economia Solidária - Apoio aos Grupos Produtivos e Trabalhadores Autônomos,616468,675644,"498037,93","486500,89","485975,5",0,0,"486500,89","485975,5"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,11,Trabalho,334,Fomento ao Trabalho,237,"Qualificação, Profissionalização e Emprego",2404,"Ações de Qualificação, Profissionalização e Emprego",4,Intermediação e encaminhamento de candidatos à vagas de emprego por meio do Sistema Nacional de Emprego - SINE Municipal,2843645,3078123,"986615,86","891638,38","849572,77",0,0,"891638,38","849572,77"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,11,Trabalho,334,Fomento ao Trabalho,237,"Qualificação, Profissionalização e Emprego",2404,"Ações de Qualificação, Profissionalização e Emprego",5,Cursos de Qualificação para o Trabalho - Escola Raimunda da Silva Soares ,325888,371058,"366138,5","328288,23","326707,21",0,0,"328288,23","326707,21"
2800,SEC. DESENVOLVIMENTO ECONÔMICO,11,Trabalho,334,Fomento ao Trabalho,237,"Qualificação, Profissionalização e Emprego",2404,"Ações de Qualificação, Profissionalização e Emprego",6,Instalação de feiras permanentes no centro de Belo Horizonte,208570,118750,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,1,Observatório do Turismo,55045,81045,80800,76000,55045,0,0,76000,55045
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,2,Eventos PBH,60000,39000,6950,3000,3000,0,0,3000,3000
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,3,Apoio a Eventos de Interesse Público ,200000,113750,"108722,18","105862,18","85017,68",0,0,"105862,18","85017,68"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,4,Realização de Eventos pela Belotur,531000,458920,"413264,11","166301,4","166166,5",0,0,"166301,4","166166,5"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,5,Turismo e Cidadania,30000,5900,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,6,Projeto de Museografia,2000,2000,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,7,Projetos Turísticos,560000,60000,"54244,58","54022,71","50082,71",0,0,"54022,71","50082,71"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,8,Capacitação de Profissionais atuantes no Mercado Turístico,25000,25000,3210,1980,1980,0,0,1980,1980
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,9,Ações de Marketing e Promoção Turística,269100,243900,"174146,48","74611,18","74611,18",0,0,"74611,18","74611,18"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,10,"Investimento em Infraestrutura, Equipamentos e Atrativos Turísticos",30000,27100,27076,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,11,Segmentos e Produtos Turísticos,30000,60000,15990,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,12,Carnaval de Belo Horizonte,3740000,3603000,"3171501,52","2637463,19","2530604,19",0,0,"2637463,19","2530604,19"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,13,Arraial de Belo Horizonte,3040000,2154900,"2105033,36","2105033,36","2095033,36",0,0,"2105033,36","2095033,36"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,14,Edital de Subvenção à Eventos e Projetos,200000,2809530,2649420,2649420,2649420,0,0,2649420,2649420
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2629,Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos,15,Copa América 2019,1000,1000,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,15198484,18056395,"17362695,93","17074346,21","16760679,24",0,0,"17074346,21","16760679,24"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,2,Seminário Municipal do Turismo,50000,50000,"44763,95","44425,42","44425,42",0,0,"44425,42","44425,42"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,3,Qualificação/Requalificação das Estruturas Turísticas,30000,20000,4800,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,4,Promoção e Fortalecimento da Gastronomia como Indutor do Turismo,20000,30000,"24213,3","21297,76","21297,76",0,0,"21297,76","21297,76"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,5,Programa de Desenvolvimento Turístico da Pampulha ,50000,0,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,6,Pesquisa de Demanda Turística,50000,100000,100000,66500,46955,0,0,66500,46955
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,7,Laboratório de Inovação e Tecnologia do Turismo de Belo Horizonte,40000,40000,40000,40000,40000,0,0,40000,40000
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,8,Juventude no Turismo,20000,20000,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2915,Marco Regulatório das Políticas Públicas do Turismo em Belo Horizonte,9,Turismo da Diversidade,20000,20000,0,0,0,0,0,0,0
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,302,Belo Horizonte Cidade Inteligente,2914,Belo Horizonte - Destino Turístico Inteligente,1,Posicionamento Turístico de Belo Horizonte,150000,183000,"112671,87","51674,79","51674,79",0,0,"51674,79","51674,79"
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,302,Belo Horizonte Cidade Inteligente,2914,Belo Horizonte - Destino Turístico Inteligente,2,Qualificação da Informação em Prol de uma Melhor Experiência Turística em Belo Horizonte,55000,55000,29900,29900,29900,0,0,29900,29900
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,302,Belo Horizonte Cidade Inteligente,2914,Belo Horizonte - Destino Turístico Inteligente,3,Programa de Atração de Eventos Nacionais e Internacionais ,67200,87200,40000,40000,40000,0,0,40000,40000
2805,EMPRESA MUNICIPAL DE TURISMO,23,Comércio e Serviços,695,Turismo,302,Belo Horizonte Cidade Inteligente,2914,Belo Horizonte - Destino Turístico Inteligente,4,Promoção do Destino Belo Horizonte ,213557,180557,124335,75035,75035,0,0,75035,75035
2806,FUNDO DESENV. ECONÔMICO,19,Ciência e Tecnologia,572,Desenvolvimento Tecnológico e Engenharia,217,Fomento ao Desenvolvimento Econômico,2759,Fomento ao Desenvolvimento Sócio-Econômico,1,Fomento ao Desenvolvimento Socioeconômico,510000,510000,0,0,0,0,0,0,0
2808,FUNDO DE TURISMO,23,Comércio e Serviços,695,Turismo,86,"Fomento ao Turismo de Lazer, Eventos e Negócios",2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,105000,105000,0,0,0,0,0,0,0
2809,FUNDO DEFESA CONSUMIDOR,4,Administração,121,Planejamento e Orçamento,141,Articulação do Planejamento do Desenvolvimento Socioeconômico ,2904,Atendimento de Proteção e Defesa do Consumidor,1,Gestão da Política de Proteção e Defesa do Consumidor,220900,220900,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,811,Desporto de Rendimento,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,3,Copa Centenário de Futebol Amador Wadson Lima,469640,479640,"429424,92","408166,88","382199,2",0,0,"408166,88","382199,2"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2106,Gestão da Política de Esporte e Lazer,2,Patrocínio,10000,598500,598500,598500,598500,0,0,598500,598500
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2106,Gestão da Política de Esporte e Lazer,3,Serviços Administrativos e Financeiros,5287016,6030104,"5698704,52","5476347,73","5412161,9",0,0,"5476347,73","5412161,9"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2334,Participação Popular,2,Apoio aos Conselhos Municipais,10000,10000,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2531,Promoção do Esporte,1,Programa Segundo Tempo,1140000,41500,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2531,Promoção do Esporte,2,Programa de Especialização Esportiva ,770000,816100,"385995,4","385995,4","385995,4",0,0,"385995,4","385995,4"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2531,Promoção do Esporte,3,Projetos Esportivos ,1006454,772254,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2531,Promoção do Esporte,4,Programa Esporte Esperança ,963365,193365,"33110,65","33110,65","33110,65",0,0,"33110,65","33110,65"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2534,"Implantação, Manutenção e Recuperaçao de Infraestrutura Esportiva e de Lazer",1,"Manutenção, Conservação, Pequenas Reformas e Custeio da Infraestrutura Esportiva",7805820,5047120,"4195984,35","3771287,87","3759257,25",0,0,"3771287,87","3759257,25"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2534,"Implantação, Manutenção e Recuperaçao de Infraestrutura Esportiva e de Lazer",2,Implantação e Reforma de Infraestrutura Esportiva e de Lazer,750000,1817700,"63198,48","29588,93","4838,93",0,0,"29588,93","4838,93"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2536,Programa Superar ,1,Superar / Núcleo Socioesportivo,1096190,1105190,"46319,1","45301,1","39076,1",0,0,"45301,1","39076,1"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2536,Programa Superar ,2,Formação e capacitação,35249,35249,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2536,Programa Superar ,3,Paradesporto,155200,150200,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2536,Programa Superar ,4,"Campeonato Municipal de ""rugby""em cadeira de rodas",20000,20000,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2536,Programa Superar ,5,Aquisição de cadeiras de rodas adaptadas para prática esportiva,30000,30000,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,4,Jogos Escolares de Belo Horizonte - JEBH,300000,365000,214205,214205,214205,0,0,214205,214205
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,7,Eventos de Caminhada e Corrida,200000,135000,"90009,02","90009,02","90009,02",0,0,"90009,02","90009,02"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2869,Promoção do Lazer e da Atividade Física,1,Promoção de Atividade Física,5160310,5299250,"4928654,67","4928654,67","4928654,67",0,0,"4928654,67","4928654,67"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2869,Promoção do Lazer e da Atividade Física,4,Caminhar na Escola,130988,65138,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,812,Desporto Comunitário,101,Promoção e Democratização das Práticas de Esportes e Lazer,2869,Promoção do Lazer e da Atividade Física,5,Caminhar Pistas,417548,314198,"13942,86","6974,86","6974,86",0,0,"6974,86","6974,86"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2535,Programa Vida Ativa,1,Atendimento a núcleos,1070480,550980,"74604,7","74604,7","74604,7",0,0,"74604,7","74604,7"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2535,Programa Vida Ativa,2,Atendimento a Instituições de Longa Permanência - ILPI's,604021,149421,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2535,Programa Vida Ativa,3,Agenda Cultural e de passeios para pessoa idosa,109080,109080,0,0,0,0,0,0,0
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,1,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,2643940,3098840,"3005157,89","3005157,89","3005157,89",0,0,"3005157,89","3005157,89"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,2,BH é da Gente ,185060,406748,"257449,01","238432,31","202951,61",0,0,"238432,31","202951,61"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,6,Eventos de Lazer e Recreação,178180,400804,"340173,37","335911,37","191384,15",0,0,"335911,37","191384,15"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2545,Promoções e Eventos Esportivos e Gestão de Áreas de Lazer,8,Eventos Esportivos,154150,164126,"80936,69","80936,69","80936,69",0,0,"80936,69","80936,69"
3000,SEC. MUN. ESPORTES E LAZER,27,Desporto e Lazer,813,Lazer,101,Promoção e Democratização das Práticas de Esportes e Lazer,2869,Promoção do Lazer e da Atividade Física,2,Programa Esporte e Lazer na Cidade - PELC/Recrear,145000,467750,440250,234800,0,0,0,234800,0
3100,SEC. MUN. DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,512759,512759,"179580,6","102750,54","98454,25",0,0,"102750,54","98454,25"
3100,SEC. MUN. DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2917,Formulação e Desenvolvimento de Políticas Culturais,1,"Gestão, Valorização e Fomento da Cultura",3432881,4028610,"3270449,21","3000098,21","3000098,21",0,0,"3000098,21","3000098,21"
3101,FUNDO DE CULTURA,13,Cultura,392,Difusão Cultural,154,"Fomento, Incentivo e Desenvolvimento Cultural",2369,Gestão da Lei Municipal de Incentivo à Cultura,1,Fomento a Projetos e Ações Culturais ,11510000,10238943,"7314732,86","7314732,86","7314732,86",0,0,"7314732,86","7314732,86"
3101,FUNDO DE CULTURA,13,Cultura,392,Difusão Cultural,154,"Fomento, Incentivo e Desenvolvimento Cultural",2369,Gestão da Lei Municipal de Incentivo à Cultura,4,"Fomento, Incentivo e Difusão das Artes e da Cultura",264000,264000,0,0,0,0,0,0,0
3102,FUNDO PROTEÇÃO PATRIMÔNIO,13,Cultura,391,"Patrimônio Histórico, Artístico e Arqueológico",155,Memória e Patrimônio Cultural,2872,Gestão do Fundo de Proteção do Patrimônio Cultural de BH,1,Gestão do Fundo de Proteção do Patrimônio Cultural de BH,460000,460000,0,0,0,0,0,0,0
3103,FUNDAÇÃO DE CULTURA,12,Educação,361,Ensino Fundamental,154,"Fomento, Incentivo e Desenvolvimento Cultural",2371,Fomento e Estímulo à Cultura,2,"Iniciativas de Fomento, Incentivo e Difusão das Artes e da Cultura ",10000,10000,0,0,0,0,0,0,0
3103,FUNDAÇÃO DE CULTURA,12,Educação,361,Ensino Fundamental,154,"Fomento, Incentivo e Desenvolvimento Cultural",2371,Fomento e Estímulo à Cultura,7, Pré Produção e Realização do Festival Internacional de Quadrinhos - FIQ-BH ,350000,150000,0,0,0,0,0,0,0
3103,FUNDAÇÃO DE CULTURA,12,Educação,361,Ensino Fundamental,154,"Fomento, Incentivo e Desenvolvimento Cultural",2371,Fomento e Estímulo à Cultura,15,Iniciativas de Pré-Produção dos festivais públicos do municipio,200000,200000,0,0,0,0,0,0,0
3103,FUNDAÇÃO DE CULTURA,12,Educação,392,Difusão Cultural,301,Formação na Área da Cultura,2907,Formação e Qualificação Cultural,3,Escola Livre de Artes,3696184,1989554,"976215,9","204245,75","204245,75",0,0,"204245,75","204245,75"
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2334,Participação Popular,2,Apoio aos Conselhos Municipais,17885,17885,12150,12150,12150,0,0,12150,12150
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2334,Participação Popular,3,Realização de Conferências,100910,100910,21944,9945,0,0,0,9945,0
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2334,Participação Popular,4,Implantação dos Planos Setoriais das Áreas Artísticos-Culturais,17750,17750,8400,4900,4900,0,0,4900,4900
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2338,"Gestão, Planejamento e Administração Cultural",1,Gestão Estratégica e Modernização de Sistemas,18275,18275,0,0,0,0,0,0,0
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2338,"Gestão, Planejamento e Administração Cultural",2,"Participação da Fundação em Eventos Locais, Nacionais e Internacionais",230000,230000,"69026,77","56037,68","54229,81",0,0,"56037,68","54229,81"
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2338,"Gestão, Planejamento e Administração Cultural",4,Gerenciamento de Programas e Informações Culturais,3180186,3131186,"2513451,06","2507932,16","2477550,33",0,0,"2507932,16","2477550,33"
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2338,"Gestão, Planejamento e Administração Cultural",5,Gestão de Pessoas,152000,152000,1650,0,0,0,0,0,0
3103,FUNDAÇÃO DE CULTURA,13,Cultura,122,Administração Geral,146,Gestão da Política Municipal de Cultura,2338,"Gestão, Planejamento e Administração Cultural",6,Implantação de Plano de Comunicação para as Políticas Culturais do Município ,1030000,1030000,296000,"149798,53","134566,07",0,0,"149798,53","134566,07"
